What is biological pest control?,"biological control",It uses natural enemies to control crop pests.,Pest,English,"IPM"
How to improve pollination?,"pollination",Protect pollinators and avoid unnecessary pesticide use during flowering.,General,English,"pollination"
गेहूं में खरपतवार नियंत्रण कैसे करें?,"गेहूं,खरपतवार",समय पर निराई करें और आवश्यकता होने पर अनुशंसित खरपतवारनाशी का उपयोग करें।,Wheat,Hindi,"weed"
धान की अच्छी किस्म कैसे चुनें?,"धान,बीज",अपने क्षेत्र के लिए कृषि विभाग द्वारा अनुशंसित किस्म का चयन करें।,Rice,Hindi,"seed"
मक्का की फसल में यूरिया कब डालें?,"मक्का,यूरिया",फसल की वृद्धि अवस्था और मिट्टी परीक्षण के अनुसार यूरिया दें।,Maize,Hindi,"fertilizer"
गन्ने की अच्छी पैदावार कैसे बढ़ाएँ?,"गन्ना,उपज",उन्नत किस्म, संतुलित उर्वरक और समय पर सिंचाई अपनाएँ।,Sugarcane,Hindi,"yield"
आलू की खुदाई कब करें?,"आलू,कटाई",जब पौधे सूखने लगें और कंद पूरी तरह विकसित हो जाएँ तब खुदाई करें।,Potato,Hindi,"harvest"
टमाटर में फल फटने का कारण क्या है?,"टमाटर,फल",अनियमित सिंचाई और अचानक नमी परिवर्तन इसका कारण हो सकते हैं।,Tomato,Hindi,"problem"
प्याज की फसल में खरपतवार कैसे हटाएँ?,"प्याज,खरपतवार",समय पर निराई करें और आवश्यकता होने पर अनुशंसित खरपतवारनाशी अपनाएँ।,Onion,Hindi,"weed"
सरसों में उर्वरक की सही मात्रा क्या है?,"सरसों,उर्वरक",मिट्टी परीक्षण के आधार पर संतुलित उर्वरक दें।,Mustard,Hindi,"fertilizer"
कपास की सिंचाई कब करनी चाहिए?,"कपास,सिंचाई",मिट्टी की नमी और फसल की अवस्था के अनुसार सिंचाई करें।,Cotton,Hindi,"irrigation"
सोयाबीन में खरपतवार नियंत्रण कैसे करें?,"सोयाबीन,खरपतवार",प्रारंभिक अवस्था में समय पर खरपतवार नियंत्रण करें।,Soybean,Hindi,"weed"
चना की फसल में रोग से कैसे बचें?,"चना,रोग",रोगमुक्त बीज और फसल चक्र अपनाएँ।,Pulse,Hindi,"disease"
केले में अधिक फल कैसे प्राप्त करें?,"केला,उपज",उचित पोषण, सिंचाई और स्वस्थ पौध सामग्री का उपयोग करें।,Banana,Hindi,"yield"
आम के पेड़ों की छंटाई कब करें?,"आम,छंटाई",फल तुड़ाई के बाद आवश्यकता अनुसार छंटाई करें।,Mango,Hindi,"management"
अमरूद के पौधों में खाद कब डालें?,"अमरूद,खाद",वृद्धि और फलन अवस्था के अनुसार संतुलित उर्वरक दें।,Guava,Hindi,"fertilizer"
पपीते में सिंचाई कितनी बार करें?,"पपीता,सिंचाई",मिट्टी की नमी के अनुसार नियमित सिंचाई करें।,Papaya,Hindi,"irrigation"
सब्जियों में जैविक खेती कैसे करें?,"सब्जी,जैविक",कम्पोस्ट, गोबर की खाद और जैव उर्वरकों का उपयोग करें।,Organic Farming,Hindi,"organic"
ग्रीनहाउस खेती के क्या लाभ हैं?,"ग्रीनहाउस",ग्रीनहाउस नियंत्रित वातावरण प्रदान करता है जिससे उत्पादन बढ़ सकता है।,Protected Cultivation,Hindi,"greenhouse"
वर्मी कम्पोस्ट क्या है?,"वर्मी कम्पोस्ट",केंचुओं द्वारा तैयार की गई जैविक खाद को वर्मी कम्पोस्ट कहते हैं।,Organic Farming,Hindi,"organic"
फसल की पैदावार बढ़ाने का सबसे अच्छा तरीका क्या है?,"उपज",उन्नत बीज, संतुलित पोषण, समय पर सिंचाई और कीट-रोग प्रबंधन अपनाएँ।,General,Hindi,"yield"
कृषि में मौसम की जानकारी क्यों जरूरी है?,"मौसम",मौसम की जानकारी से सिंचाई, बुवाई और कटाई की बेहतर योजना बनाई जा सकती है।,Weather,Hindi,"weather"
What is crop maturity?,"crop maturity",Crop maturity is the stage when a crop is ready for harvesting.,General,English,"harvest"
How to reduce post-harvest losses?,"post harvest",Store produce properly and handle it carefully after harvest.,Post Harvest,English,"storage"
Why is farm hygiene important?,"farm hygiene",Good farm hygiene reduces disease spread and improves crop health.,General,English,"management"
How to maintain farm tools?,"farm tools",Clean, dry, and service tools regularly to extend their lifespan.,Farm Machinery,English,"equipment"
What is sustainable agriculture?,"sustainable agriculture",Sustainable agriculture balances productivity with environmental conservation.,General,English,"sustainability"
What is dairy farming?,"dairy,farming",Dairy farming involves raising cattle mainly for milk production.,Dairy,English,"livestock"
How to increase milk production?,"milk,dairy",Provide balanced nutrition, clean water, and proper animal healthcare.,Dairy,English,"milk"
What is mastitis?,"mastitis",Mastitis is an inflammation of the udder that reduces milk production.,Dairy,English,"disease"
How often should dairy animals be vaccinated?,"vaccination,dairy",Follow the vaccination schedule recommended by your local veterinarian.,Dairy,English,"health"
What is balanced cattle feed?,"cattle feed",Balanced feed contains the nutrients required for healthy growth and milk production.,Dairy,English,"nutrition"
Why is clean drinking water important for cattle?,"cattle,water",Clean water supports digestion, milk production, and overall health.,Dairy,English,"health"
What is poultry farming?,"poultry",Poultry farming involves raising chickens, ducks, or other birds for eggs and meat.,Poultry,English,"livestock"
How to improve egg production?,"eggs,poultry",Provide balanced feed, proper lighting, and disease management.,Poultry,English,"production"
Common poultry diseases?,"poultry,disease",Newcastle disease and coccidiosis are common poultry diseases.,Poultry,English,"disease"
What is broiler farming?,"broiler",Broiler farming focuses on raising chickens for meat production.,Poultry,English,"meat"
What is layer farming?,"layer",Layer farming is done for commercial egg production.,Poultry,English,"eggs"
What is fish farming?,"fish,farming",Fish farming is the controlled cultivation of fish in ponds or tanks.,Fisheries,English,"aquaculture"
Best fish for freshwater farming?,"fish",Rohu, Catla, and Mrigal are commonly farmed freshwater fish in India.,Fisheries,English,"fish"
How to maintain pond water quality?,"pond,water",Monitor water quality and avoid overfeeding fish.,Fisheries,English,"water"
What is beekeeping?,"beekeeping,honey",Beekeeping is the practice of raising honey bees for honey and pollination.,Beekeeping,English,"honey"
Benefits of beekeeping?,"bees",Beekeeping increases pollination and provides honey and beeswax.,Beekeeping,English,"benefits"
Why are bees important for farming?,"pollination,bees",Bees improve pollination, leading to better crop yields.,Beekeeping,English,"pollination"
How to protect bee colonies?,"bees",Avoid spraying pesticides during flowering and maintain healthy hives.,Beekeeping,English,"protection"
What is silage?,"silage",Silage is preserved green fodder used for feeding livestock.,Dairy,English,"fodder"
Benefits of silage?,"silage",Silage provides nutritious fodder throughout the year.,Dairy,English,"fodder"
दूध उत्पादन कैसे बढ़ाएँ?,"दूध,उत्पादन",संतुलित आहार, स्वच्छ पानी और नियमित स्वास्थ्य देखभाल से दूध उत्पादन बढ़ाया जा सकता है।,Dairy,Hindi,"milk"
दुधारू पशुओं को क्या खिलाना चाहिए?,"पशु,चारा",हरा चारा, सूखा चारा और संतुलित पशु आहार देना चाहिए।,Dairy,Hindi,"nutrition"
पशुओं का टीकाकरण क्यों जरूरी है?,"टीकाकरण",टीकाकरण से कई संक्रामक रोगों से बचाव होता है।,Dairy,Hindi,"health"
मास्टाइटिस क्या है?,"मास्टाइटिस",यह थन का संक्रमण है जिससे दूध उत्पादन कम हो सकता है।,Dairy,Hindi,"disease"
मुर्गी पालन के क्या लाभ हैं?,"मुर्गी पालन",मुर्गी पालन से अंडे और मांस का उत्पादन होता है तथा अतिरिक्त आय प्राप्त हो सकती है।,Poultry,Hindi,"income"
अंडा उत्पादन कैसे बढ़ाएँ?,"अंडा",संतुलित आहार, स्वच्छ वातावरण और उचित प्रकाश व्यवस्था रखें।,Poultry,Hindi,"production"
मुर्गियों में सामान्य रोग कौन से हैं?,"मुर्गी,रोग",रानीखेत रोग और कॉक्सिडियोसिस सामान्य रोग हैं।,Poultry,Hindi,"disease"
मछली पालन के लिए कौन सी मछलियाँ अच्छी हैं?,"मछली",रोहू, कतला और मृगल भारत में लोकप्रिय प्रजातियाँ हैं।,Fisheries,Hindi,"fish"
तालाब की देखभाल कैसे करें?,"तालाब",तालाब का पानी साफ रखें और अधिक मात्रा में चारा न डालें।,Fisheries,Hindi,"water"
मधुमक्खी पालन के क्या लाभ हैं?,"मधुमक्खी",इससे शहद उत्पादन और फसलों में परागण दोनों बढ़ते हैं।,Beekeeping,Hindi,"honey"
शहद उत्पादन कैसे बढ़ाएँ?,"शहद",स्वस्थ कॉलोनी बनाए रखें और फूलों वाले क्षेत्रों में छत्ते रखें।,Beekeeping,Hindi,"production"
पशुओं को साफ पानी क्यों देना चाहिए?,"पशु,पानी",स्वच्छ पानी पशुओं के स्वास्थ्य और उत्पादन के लिए आवश्यक है।,Dairy,Hindi,"health"
हरा चारा क्यों जरूरी है?,"हरा चारा",हरा चारा पशुओं को आवश्यक पोषक तत्व प्रदान करता है।,Dairy,Hindi,"fodder"
साइलेज क्या है?,"साइलेज",हरे चारे को सुरक्षित तरीके से संरक्षित करके बनाया गया पशु आहार साइलेज कहलाता है।,Dairy,Hindi,"fodder"
बकरी पालन के क्या लाभ हैं?,"बकरी",बकरी पालन कम लागत में अतिरिक्त आय का अच्छा स्रोत है।,Goat Farming,Hindi,"income"
भेड़ पालन क्यों किया जाता है?,"भेड़",भेड़ पालन ऊन और मांस उत्पादन के लिए किया जाता है।,Sheep Farming,Hindi,"livestock"
सूअर पालन के क्या लाभ हैं?,"सूअर",सूअर पालन तेजी से बढ़ने वाला और लाभदायक व्यवसाय हो सकता है।,Pig Farming,Hindi,"income"
पशुओं में खुरपका-मुंहपका रोग क्या है?,"FMD",यह एक संक्रामक रोग है जिससे पशुओं की उत्पादकता प्रभावित हो सकती है।,Dairy,Hindi,"disease"
पशुओं के रहने की जगह कैसी होनी चाहिए?,"पशु,आवास",साफ, सूखी और हवादार जगह पशुओं के लिए उपयुक्त होती है।,Dairy,Hindi,"housing"
कृषि के साथ पशुपालन क्यों करना चाहिए?,"एकीकृत खेती",फसल और पशुपालन को साथ करने से आय के कई स्रोत बनते हैं।,Integrated Farming,Hindi,"income"
What is integrated farming?,"integrated farming",Integrated farming combines crops, livestock, fisheries, or other enterprises to improve income and sustainability.,Integrated Farming,English,"farming"
How does livestock help farming?,"livestock",Livestock provide manure, income, and support integrated farming systems.,Integrated Farming,English,"livestock"
What is a weather forecast?,"weather,forecast",A weather forecast predicts future weather conditions to help farmers plan activities.,Weather,English,"forecast"
How does rainfall affect crops?,"rainfall,crops",Too little or too much rainfall can reduce crop yield.,Weather,English,"rain"
What is a heat wave?,"heat wave",A heat wave is a period of unusually high temperatures that may stress crops.,Weather,English,"climate"
How can farmers protect crops from frost?,"frost",Use irrigation, mulching, or protective covers during frost conditions.,Weather,English,"protection"
Why should farmers check weather forecasts?,"weather",Weather forecasts help plan sowing, irrigation, and harvesting.,Weather,English,"planning"
What is climate-smart agriculture?,"climate smart",Climate-smart agriculture improves productivity while adapting to climate change.,Climate,English,"CSA"
How to reduce drought impact?,"drought",Use drought-tolerant varieties and efficient irrigation methods.,Climate,English,"drought"
What is a mandi?,"mandi",A mandi is an agricultural market where farmers sell their produce.,Marketing,English,"market"
Why compare mandi prices?,"mandi price",Comparing prices helps farmers get better returns for their crops.,Marketing,English,"price"
How to store grains safely?,"grain storage",Store grains in clean, dry, and pest-free storage structures.,Storage,English,"postharvest"
What is MSP?,"MSP",Minimum Support Price is the minimum price announced by the government for selected crops.,Government,English,"scheme"
Benefits of PM-KISAN?,"PM-KISAN",PM-KISAN provides income support to eligible farmers.,Government,English,"scheme"
What is PMFBY?,"PMFBY",Pradhan Mantri Fasal Bima Yojana provides crop insurance coverage.,Government,English,"insurance"
Why use a tractor?,"tractor",Tractors reduce labor and improve farm efficiency.,Machinery,English,"equipment"
What is a seed drill?,"seed drill",A seed drill sows seeds uniformly at proper depth and spacing.,Machinery,English,"equipment"
Benefits of rotavator?,"rotavator",A rotavator prepares soil quickly before sowing.,Machinery,English,"equipment"
What is AI in agriculture?,"AI",Artificial Intelligence helps farmers make data-driven decisions.,Technology,English,"AI"
How does AI help farmers?,"AI advisory",AI analyzes weather, soil, and crop data for better recommendations.,Technology,English,"AI"
What is remote sensing?,"remote sensing",Remote sensing uses satellites or drones to monitor crop health.,Technology,English,"satellite"
What is precision spraying?,"precision spraying",Precision spraying applies pesticides only where needed.,Technology,English,"smart farming"
मौसम पूर्वानुमान क्या होता है?,"मौसम",मौसम पूर्वानुमान भविष्य के मौसम की जानकारी देता है जिससे किसान बेहतर योजना बना सकते हैं।,Weather,Hindi,"forecast"
बारिश कम होने पर क्या करें?,"कम बारिश",कम वर्षा की स्थिति में पानी की बचत और ड्रिप सिंचाई अपनाएँ।,Weather,Hindi,"rain"
अधिक वर्षा से फसल कैसे बचाएँ?,"अधिक बारिश",खेत में जल निकासी की उचित व्यवस्था करें।,Weather,Hindi,"drainage"
पाला पड़ने पर क्या करें?,"पाला",फसल को पाले से बचाने के लिए हल्की सिंचाई या ढकाव का उपयोग करें।,Weather,Hindi,"protection"
किसानों के लिए मौसम की जानकारी क्यों जरूरी है?,"मौसम",मौसम की जानकारी से खेती के कार्य सही समय पर किए जा सकते हैं।,Weather,Hindi,"planning"
मंडी क्या होती है?,"मंडी",मंडी वह स्थान है जहाँ किसान अपनी उपज बेचते हैं।,Marketing,Hindi,"market"
मंडी भाव कैसे पता करें?,"मंडी भाव",सरकारी पोर्टल या मोबाइल ऐप के माध्यम से मंडी भाव देख सकते हैं।,Marketing,Hindi,"price"
एमएसपी क्या है?,"एमएसपी",न्यूनतम समर्थन मूल्य सरकार द्वारा निर्धारित न्यूनतम खरीद मूल्य है।,Government,Hindi,"MSP"
पीएम किसान योजना का लाभ कैसे लें?,"पीएम किसान",पात्र किसान ऑनलाइन या CSC केंद्र के माध्यम से आवेदन कर सकते हैं।,Government,Hindi,"scheme"
फसल बीमा क्यों जरूरी है?,"फसल बीमा",यह प्राकृतिक आपदाओं से होने वाले नुकसान से सुरक्षा देता है।,Government,Hindi,"insurance"
ट्रैक्टर के क्या लाभ हैं?,"ट्रैक्टर",ट्रैक्टर खेती के कार्य तेजी और कम मेहनत में पूरे करता है।,Machinery,Hindi,"equipment"
सीड ड्रिल क्या है?,"सीड ड्रिल",सीड ड्रिल समान दूरी और गहराई पर बीज बोने का उपकरण है।,Machinery,Hindi,"equipment"
रोटावेटर का उपयोग कब करें?,"रोटावेटर",बुवाई से पहले खेत तैयार करने में इसका उपयोग किया जाता है।,Machinery,Hindi,"equipment"
कम्बाइन हार्वेस्टर क्या है?,"हार्वेस्टर",यह मशीन कटाई, मड़ाई और सफाई एक साथ करती है।,Machinery,Hindi,"harvest"
कृषि में AI क्या है?,"AI",AI किसानों को बेहतर निर्णय लेने में मदद करता है।,Technology,Hindi,"AI"
ड्रोन का उपयोग खेती में कैसे होता है?,"ड्रोन",ड्रोन से फसल की निगरानी और कीटनाशक छिड़काव किया जाता है।,Technology,Hindi,"drone"
स्मार्ट खेती क्या है?,"स्मार्ट खेती",सेंसर, AI और IoT आधारित आधुनिक खेती को स्मार्ट खेती कहते हैं।,Technology,Hindi,"smart farming"
IoT क्या है?,"IoT",IoT उपकरण खेत से डेटा एकत्र करके निर्णय लेने में मदद करते हैं।,Technology,Hindi,"IoT"
सैटेलाइट से खेती में क्या लाभ है?,"सैटेलाइट",सैटेलाइट चित्रों से फसल की स्थिति और मौसम की जानकारी मिलती है।,Technology,Hindi,"satellite"
AgriSmart AI क्या कर सकता है?,"AgriSmart AI",यह मौसम, फसल, मिट्टी और खेती से संबंधित सुझाव देने में सहायता करता है।,Technology,Hindi,"AI assistant"
What is crop advisory?,"crop advisory",Crop advisory provides recommendations based on crop stage and weather.,Technology,English,"advisory"
How can mobile apps help farmers?,"mobile apps",Agriculture apps provide weather, market prices, and farming guidance.,Technology,English,"mobile"
What is smart farming?,"smart farming",Smart farming combines AI, IoT, and data analytics to improve productivity.,Technology,English,"digital agriculture"
How to reduce farming costs?,"cost reduction",Use efficient irrigation, quality seeds, and proper farm planning.,General,English,"economics"
What is digital agriculture?,"digital agriculture",Digital agriculture uses technology to improve farm management and productivity.,Technology,English,"digital"
What is cold storage?,"cold storage",Cold storage helps preserve fruits and vegetables by maintaining low temperatures.,Post Harvest,English,"storage"
Why is cold storage important?,"cold storage",It reduces spoilage and extends shelf life of produce.,Post Harvest,English,"storage"
What is food processing?,"food processing",Food processing converts raw agricultural products into value-added products.,Food Processing,English,"processing"
Benefits of food processing?,"food processing",It increases shelf life, reduces waste, and improves income.,Food Processing,English,"value addition"
How to reduce fruit wastage?,"fruit wastage",Harvest at the right stage and store produce under proper conditions.,Post Harvest,English,"storage"
What is value addition in agriculture?,"value addition",Converting raw produce into processed products increases market value.,Agribusiness,English,"business"
How to start an agribusiness?,"agribusiness",Identify market demand, prepare a business plan, and register your enterprise.,Agribusiness,English,"startup"
What is FPO?,"FPO",A Farmer Producer Organization helps farmers market produce collectively.,Government,English,"FPO"
Benefits of Farmer Producer Organizations?,"FPO benefits",FPOs improve bargaining power and market access.,Government,English,"organization"
How can farmers export crops?,"export",Farmers can export through registered exporters by meeting quality standards.,Export,English,"trade"
Why is grading important?,"grading",Grading improves market value and customer trust.,Marketing,English,"quality"
What is packaging in agriculture?,"packaging",Proper packaging protects produce during transportation.,Marketing,English,"packaging"
How to reduce post-harvest losses?,"post harvest",Proper harvesting, grading, packaging, and storage reduce losses.,Post Harvest,English,"storage"
What is organic certification?,"organic certification",Organic certification verifies compliance with organic farming standards.,Organic Farming,English,"certification"
Benefits of organic certification?,"organic farming",Certified products often receive better market prices.,Organic Farming,English,"marketing"
How to market farm products online?,"online selling",Use e-commerce platforms and social media to reach customers.,Marketing,English,"digital"
What is contract farming?,"contract farming",Farmers produce crops under agreements with buyers.,Marketing,English,"business"
Benefits of contract farming?,"contract farming",It provides assured markets and technical support.,Marketing,English,"agreement"
What is agri startup?,"startup",An agri startup develops innovative agricultural products or services.,Technology,English,"startup"
How can AI improve agribusiness?,"AI business",AI predicts demand, prices, and improves farm decision-making.,Technology,English,"AI"

कोल्ड स्टोरेज क्या है?,"कोल्ड स्टोरेज",कोल्ड स्टोरेज में फल और सब्जियों को कम तापमान पर सुरक्षित रखा जाता है।,Post Harvest,Hindi,"storage"
कोल्ड स्टोरेज के क्या लाभ हैं?,"कोल्ड स्टोरेज",इससे फलों और सब्जियों की खराब होने की संभावना कम होती है।,Post Harvest,Hindi,"storage"
फूड प्रोसेसिंग क्या है?,"फूड प्रोसेसिंग",कृषि उत्पादों को प्रसंस्करण करके मूल्यवर्धित उत्पाद बनाना फूड प्रोसेसिंग कहलाता है।,Food Processing,Hindi,"processing"
कृषि उत्पादों की पैकेजिंग क्यों जरूरी है?,"पैकेजिंग",अच्छी पैकेजिंग से उत्पाद सुरक्षित रहता है और बाजार मूल्य बढ़ता है।,Marketing,Hindi,"packaging"
फलों की ग्रेडिंग क्या है?,"ग्रेडिंग",आकार, गुणवत्ता और रंग के आधार पर फलों का वर्गीकरण ग्रेडिंग कहलाता है।,Marketing,Hindi,"quality"
जैविक प्रमाणन क्या है?,"जैविक प्रमाणन",यह प्रमाणित करता है कि उत्पाद जैविक मानकों के अनुसार तैयार किया गया है।,Organic Farming,Hindi,"certification"
एफपीओ क्या है?,"FPO",किसान उत्पादक संगठन किसानों को सामूहिक रूप से विपणन और व्यापार करने में सहायता करता है।,Government,Hindi,"FPO"
एफपीओ से किसानों को क्या लाभ होता है?,"FPO",एफपीओ से किसानों की सौदेबाजी क्षमता और आय बढ़ सकती है।,Government,Hindi,"organization"
कॉन्ट्रैक्ट फार्मिंग क्या है?,"कॉन्ट्रैक्ट फार्मिंग",यह किसानों और खरीदारों के बीच पूर्व निर्धारित समझौते पर आधारित खेती है।,Marketing,Hindi,"agreement"
ऑनलाइन कृषि उत्पाद कैसे बेचें?,"ऑनलाइन बिक्री",ई-कॉमर्स प्लेटफॉर्म और सोशल मीडिया का उपयोग करके उत्पाद बेचे जा सकते हैं।,Marketing,Hindi,"digital"
फलों को लंबे समय तक सुरक्षित कैसे रखें?,"फल भंडारण",उचित तापमान और पैकेजिंग का उपयोग करें।,Post Harvest,Hindi,"storage"
सब्जियों की गुणवत्ता कैसे बनाए रखें?,"सब्जी भंडारण",कटाई के बाद उचित ग्रेडिंग और भंडारण करें।,Post Harvest,Hindi,"quality"
कृषि स्टार्टअप क्या है?,"स्टार्टअप",नई तकनीक या सेवाओं पर आधारित कृषि व्यवसाय को कृषि स्टार्टअप कहते हैं।,Technology,Hindi,"startup"
कृषि में डिजिटल तकनीक का क्या महत्व है?,"डिजिटल कृषि",डिजिटल तकनीक से खेती अधिक सटीक और लाभदायक बनती है।,Technology,Hindi,"digital"
AI आधारित कृषि सलाह क्या है?,"AI सलाह",AI मौसम, मिट्टी और फसल के आधार पर सुझाव देता है।,Technology,Hindi,"AI"
निर्यात के लिए फसल की गुणवत्ता क्यों जरूरी है?,"निर्यात",अंतरराष्ट्रीय मानकों के अनुसार गुणवत्ता बनाए रखना आवश्यक है।,Export,Hindi,"quality"
कृषि में मूल्य संवर्धन क्या है?,"मूल्य संवर्धन",कच्चे उत्पाद को प्रसंस्करण करके अधिक मूल्य वाला उत्पाद बनाना।,Agribusiness,Hindi,"business"
कृषि से अतिरिक्त आय कैसे बढ़ाएँ?,"आय",प्रसंस्करण, पशुपालन और मूल्य संवर्धन अपनाएँ।,Agribusiness,Hindi,"income"
छोटे किसान अपनी आय कैसे बढ़ा सकते हैं?,"छोटे किसान",उन्नत तकनीक, एफपीओ और सरकारी योजनाओं का लाभ उठाएँ।,Agribusiness,Hindi,"income"
AgriSmart AI किसानों की कैसे मदद करता है?,"AgriSmart AI",यह फसल, मौसम, मिट्टी और कृषि संबंधी जानकारी देकर निर्णय लेने में सहायता करता है।,Technology,Hindi,"AI assistant"
What is farm mechanization?,"farm mechanization",Farm mechanization uses machines to improve efficiency and reduce labor.,Machinery,English,"equipment"
Benefits of digital payments in agriculture?,"digital payments",Digital payments make transactions faster and more transparent.,Agribusiness,English,"finance"
How to improve farm profitability?,"profitability",Reduce production costs, improve yield, and sell at better market prices.,Agribusiness,English,"income"
What is sustainable agribusiness?,"sustainable agribusiness",It focuses on profitable farming while protecting natural resources.,Agribusiness,English,"sustainability"
How to build a successful farm business?,"farm business",Plan production, control costs, adopt technology, and understand market demand.,Agribusiness,English,"business"
